RuleID,Title,Severity,Category,SourceFile,Line
R-ef840d069c43,- [ ] Ensembling: simple rank fusion across ESG‑BERT/ESGSenticNet/SenticNet,Low,Process,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,96
R-51d615d929d3,- [ ] Active learning loop with reviewer feedback to retrain thresholds,Low,Process,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,97
R-a061bb0d7b51,- [ ] Explanation store and similarity search for reuse across sectors,Low,Process,/Users/frisowempe/ISA_D/docs/TODO_NeSy.md,98
R-cec960d6868f,- [ ] [CP] Index and research `/Users/frisowempe/ISA_D/Study Librairy` for advan,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,11
R-8e672a18ae56,- [ ] [CP] Investigate content of `agents-towards-production-main` for reusable ,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,12
R-511204f5c3d1,- [ ] Create docs/RESEARCH_KNOWLEDGE_GAPS.md scaffold with 30 research questions,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,13
R-9f32490f9a05,"- [ ] Define evaluation rubric (Impact, Ease of integration, Maturity, Alignment",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,14
R-76963eb6ef96,- [ ] Compile candidate tools/services/frameworks/repos with licensing and costs,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,15
R-97cebf84b505,- [ ] Prioritize top 10 by score; select 5 for time‑boxed micro‑POCs (≤1 day eac,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,16
R-21f6ee889f39,"- [ ] Run micro‑POCs; capture metrics (accuracy/precision, latency, dev time sav",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,17
R-11801548ecb1,- [ ] Decisions: adopt/hold/reject; draft ADRs for adopted items and integrate v,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,18
R-f2d91bf9c48b,- [ ] Update ROADMAP/TODO and backlog with accepted integrations and deprecation,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,19
R-4818f68420de,- [x] Refine research questions to v2 with per-question approach (docs/RESEARCH_,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,22
R-3c026819a02e,- [x] Add curated source list (docs/RESEARCH_SOURCES.md) and cross-link from RES,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,23
R-2c35b570c71e,"- [ ] Create `docs/AI_PROJECT_CHARTER.md` (scope, RACI, Responsible-AI risk) [ow",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,27
R-b4e51a859e58,"- [ ] Create `docs/VECTOR_STORE_SCHEMA.md` (chunking, metadata, provenance) [own",Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,29
R-2759a71f9e58,- [ ] Add `docs/model_cards/TEMPLATE.md` and create one example model card for c,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,31
R-b42eb72f3a17,- [ ] Add `data/data_catalog.yaml` (machine-readable data source catalog) and li,Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,33
R-9165f8861272,- [ ] **Task 1.1: Implement Web Research Toolkit**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,89
R-99cf40ac687c,- [ ] Create `packages/tools/web_research.py` with a `WebResearchTool` class.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,90
R-159fffb1ebd0,"- [ ] Implement `search`, `read_url` methods using `httpx` and `beautifulsoup4`.",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,91
R-ac3d3e118240,- [ ] Add respect for `robots.txt` and on-disk caching to `storage/cache/web_res,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,92
R-5e76dfeea28d,- [ ] **Task 1.2: Implement RAG Memory Store**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,93
R-588919501725,- [ ] Create `packages/agent_core/memory/rag_store.py` with a `RAGMemory` class.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,94
R-7452ba0a3796,- [ ] Integrate `ChromaDB` to store vector embeddings at `storage/vector_store/r,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,95
R-fb00722e6f78,- [ ] **Task 1.3: Implement `ResearcherAgent`**,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,96
R-06fe2fc46034,- [ ] Create `packages/agent_core/agents/researcher.py`.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,97
R-20138a6c1267,- [ ] Implement a ReAct loop that uses the `WebResearchTool` and `RAGMemory`.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,98
R-c1e780f2ae80,- [ ] **Task 1.4: Initial Orchestration**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,99
R-01ef342bc700,- [ ] Create `packages/orchestrator/research_graph.py` with a single-node graph ,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,100
R-be0cdcfde918,- [ ] Create `scripts/run_research_mvp.py` to invoke the graph.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,101
R-ad4ce0ab19e9,- [ ] Add `research-mvp` target to `Makefile`.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,102
R-801a4c345c8c,- [ ] **Task 1.5: Update Dependencies**,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,103
R-98ba041836a9,"- [ ] Add `httpx`, `beautifulsoup4`, `chromadb`, `sentence-transformers` to `pyp",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,104
R-05e3e6391f5c,- [ ] **Task 2.1: Implement `PlannerAgent` and `SynthesizerAgent`**,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,107
R-a9f58e39d22f,- [ ] Create `packages/agent_core/agents/planner.py`.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,108
R-175071e9dc24,- [ ] Create `packages/agent_core/agents/synthesizer.py`.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,109
R-99bbb1042fef,- [ ] **Task 2.2: Evolve Orchestration Graph**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,110
R-d8f2f88387c6,- [ ] Update `research_graph.py` to a 3-node graph (`planner` -> `researcher` ->,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,111
R-5750253be237,- [ ] **Task 2.3: Implement Self-Correction**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,112
R-b44e86936e7c,- [ ] Enhance the `ResearcherAgent`'s prompt to include a self-critique step.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,113
R-1a3e073f4288,- [ ] **Task 3.1: Create Evaluation Script**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,116
R-1091a8f8caf0,- [ ] Create `scripts/evaluate_research.py` to score the final report's quality.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,117
R-eeac162c9155,- [ ] **Task 3.2: Update Makefile**,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,118
R-17a6347fa00a,- [ ] Add `research-run` and `research-eval` targets.,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,119
R-c57e820b1d56,- [ ] **Task 3.3: Create Documentation**,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,120
R-dbee08e327a2,- [ ] Create `docs/agents/RESEARCH_AGENT.md`.,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,121
R-c497653792ed,- [ ] Update `docs/AGENTIC_ARCHITECTURE.md` and `gemini.md` to reference the new,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,122
R-02ef13fa9037,"- [x] Create docs/DEFINITION_OF_DONE.md with checklists per change type (code, d",Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,126
R-2f7bab38c1bb,"- [x] Add PR template referencing DoD and requiring: tests updated, type clean, ",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,127
R-8af2ed302311,- [ ] CI: add coverage “no-regression” check (coverage must not drop > 0.5% on c,High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,128
R-c6935207ba48,- [ ] CI: verify CHANGELOG or docs touched for user-facing changes (best-effort),Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,129
R-b161658feee6,- [ ] Create ownership map and CODEOWNERS,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,134
R-4efc9e2444cc,- [ ] Add TECH_DEBT.md format and review cadence,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,135
R-f63b96b6869e,"- [ ] Record ADRs for major decisions (tooling, safety, autonomy)",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,136
R-e1d71df1f49b,- [ ] Prompt/model registry (versioned prompts; eval harness),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,145
R-54a84ca38b65,- [ ] Safety filters and red-team tests for prompts,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,146
R-22f69f920a70,- [ ] Canary and rollback procedures for LLM changes,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,147
R-9dbf04468fb7,"- [ ] Approve target layout: apps/superapp, packages/{isa_c_full,isa_c_mapping,a",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,151
R-e8818167f545,- [ ] Write migration map (from current folders to targets),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,152
R-afa1a1c02aae,- [ ] A11y audit (WCAG 2.1 AA) and key fixes in web UI,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,156
R-957cd9d62ff3,- [ ] i18n hooks and string externalization policy,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,157
R-fed1d2e97f31,"- [ ] Root pyproject with shared tool config (ruff, mypy)",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,163
R-25c53dec5c45,- [ ] Runbooks for common failures; on-call rotation plan,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,167
R-f927055b7793,"- [ ] Backups, restore drills, RPO/RTO targets",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,169
R-0a552f067211,- [ ] Post-incident review template and cadence,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,171
R-7341f1910f14,- [ ] Choose/lock with uv; define constraints policy,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,175
R-498570e79028,- [ ] Deps report script (graph + unused),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,177
R-d12544235b05,"- [ ] Evaluation criteria and procurement checks (DeepSeek, Weave, SenticNet)",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,181
R-62ec542ca807,- [ ] MkDocs site structure; decision log and runbooks,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,191
R-bbdc56b3e588,"- [ ] Onboarding: 5-minute quickstart, one-command demo",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,193
R-e07ac08762d3,- [ ] Architecture diagrams (current/target) updated per milestone,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,195
R-1d46a4d6fa09,- [x] Ruff for lint+format+imports (CI enforced),High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,201
R-dc5796da3979,- [x] CODEOWNERS added (granular),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,205
R-51378f500601,- [x] Issue templates (bug/feature) added,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,207
R-271c5dce891a,- [x] SECURITY.md policy present,Low,Security,/Users/frisowempe/ISA_D/docs/TODO.md,209
R-c2260861df6a,- [x] Dependabot for pip (app) and GitHub Actions,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,211
R-f2ceda79a5b5,- [ ] Pre-commit ruff hooks installed project-wide,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,215
R-248498e29318,- [ ] Remove redundant formatters from CI (black/isort),Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,217
R-5125d7cca29a,- [x] .coveragerc added to omit tests and stdlib; branch coverage enabled,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,221
R-4f38bb3fcfbb,- [x] Combined coverage across app + packages (XML) uploaded per PR,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,222
R-409d9199dec7,- [x] Combined coverage baseline saved on main; advisory no-regression check,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,223
R-9bee9ac9e31b,- Acceptance: Coverage trends meaningful; ready to promote to enforced gate once,High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,225
R-b59288a10d19,"- [ ] Add research toolkit: `httpx`/`requests` with retry/backoff, timeout, stru",Low,Observability,/Users/frisowempe/ISA_D/docs/TODO.md,233
R-9268bab708e3,"- [ ] Robots/Politeness: parse robots.txt, set `User-Agent`, enforce crawl-delay",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,234
R-159c3a350e1b,"- [ ] Extractors: `beautifulsoup4`/`lxml` content extraction (readability-like),",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,235
R-db3dd8a664b0,- [ ] Dynamic sites (optional): Playwright-driven fetch behind a feature flag; d,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,236
R-e3b2ebc64bee,- [ ] Compliance: capture Terms/robots snapshot; do‑not‑scrape allow/deny lists;,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,237
R-8e531613c701,- [ ] Caching & Repro: on-disk cache keyed by URL+headers; content hash (SHA‑256,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,238
R-6b5a6dcf87e5,- [ ] Storage & Schema: content-addressable store for HTML/text; metadata schema,Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,239
R-96f22ef7f52d,- [ ] Indexing & Memory: summarize + embed harvested docs; add to VectorIndex + ,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,240
R-bc8339b37a1f,- [ ] R2P Integration: auto-populate Search Ledger entries from research session,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,241
R-618983bfa2fa,- [ ] CI: offline tests using recorded fixtures; no live network on PR; nightly ,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,242
R-6798ad2929ce,- [ ] Unit/integration/property tests on PRs,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,246
R-9e7dbf6f4dc4,- [ ] Coverage ≥90% for core mapping; thresholds in CI,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,247
R-a7dbc6e6228b,- [x] Advisory memory coherence gate (drift check) in PR CI,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,248
R-d6bc4e45b84d,- [ ] Sourcegraph/Cody integration (or local sg/rg fallback) for semantic/code e,Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,252
R-a224f850b0e6,- [ ] Example-centric search (Blueprint/Codota patterns) — process doc with prom,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,253
R-76135a52bb4a,- [ ] Agent tool benchmarks: evaluate Cursor/Copilot Agent/Claude Code on curate,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,254
R-17ef29a93d9c,- [ ] Evaluation frameworks: adopt a small SWE‑bench/DevBench subset in nightly ,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,255
R-4a05c8cd9200,- [ ] Static/code health: expand Semgrep rulesets; optionally add CodeScene advi,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,256
R-956e4c89cdc2,- [ ] Onboarding assistants: VS Code explainers (GPTutor‑style) added to onboard,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,257
R-ed8b04bd4c2f,"- [ ] Privacy: add deletion events and audit test (expected counts, reasons)",Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,261
R-00c4b28c557e,- [ ] Stability: promote coherence gate to enforced after 7 green days,High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,262
R-f6a602b4fd67,"- [ ] Generate matrix (field → source, transform, ESRS link)",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,270
R-3beaedf4ef70,- [ ] CI check for unmapped/collisions; waivers tracked,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,271
R-9f56404cb7ab,"- [x] Canonical JSON writer (sorted keys, UTF‑8, newline)",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,279
R-b5ece1a9655b,- [ ] Baseline profiling (cProfile/py-spy) captured as artifacts,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,289
R-37748cf26847,"- [ ] Optimize I/O (streaming/chunking), vectorize heavy ops",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,290
R-1c9d314e6fd1,- [ ] Parallel runner with safe concurrency limits,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,291
R-e07d63cd18b6,- [ ] JSON performance: adopt orjson for dumps and critical loads where safe; ca,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,296
R-2dec9f2a076d,- [ ] Validation speed: precompile JSON Schemas via fastjsonschema; use Pydantic,Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,297
R-cbb94c7bc737,- [ ] Dataframes: prototype Polars for heavy transforms; fallback to pandas wher,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,298
R-3f537fcb5512,- [ ] Joins/aggregation: add optional DuckDB path for large joins; compare perf ,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,299
R-c22dd89a92da,- [ ] Caching: content-hash + LRU caches for pure functions; HTTP caching (ETag/,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,300
R-6739cdca7460,- [ ] I/O streaming: stream CSV/JSONL and compressed inputs; avoid materializing,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,301
R-ed0119b5e6fe,- [ ] Async I/O: httpx (async) for external calls with connection pooling and ti,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,302
R-9d01995467e6,- [ ] Concurrency: safe multiprocessing for CPU-bound; asyncio for I/O-bound; do,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,303
R-27bd28405806,- [ ] Test speed: pytest-xdist for parallel tests; split slow tests to nightly,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,304
R-83f358e67993,- [ ] Memory: tracemalloc and objgraph snapshots for hot paths; fix top leaks,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,305
R-8362e569ec08,- [ ] Content-hash caches for expensive steps (disk-backed),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,310
R-d96e986d6ffa,- [ ] Invalidation strategy documented,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,311
R-47e7a022db6c,- [ ] Optional OpenTelemetry spans on pipelines,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,321
R-c08555e64244,- [ ] Implement Cognitive Visualizer: agent to generate a `reasoning_graph.merma,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,322
R-a0543766f38e,- [x] Memory logs snapshot artifact,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,328
R-9191209493c7,- [ ] Dashboard panel for memory events rate and drift (Grafana),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,329
R-7c892f329315,- [ ] Low-overhead structured logging via orjson; add sampling for noisy categor,Low,Observability,/Users/frisowempe/ISA_D/docs/TODO.md,334
R-5e7fce1a53e3,- [ ] Standardize metrics types: counters and histograms (latency P50/P95/P99) w,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,335
R-03a94fcbfcdd,- [ ] Request-scoped correlation/tracing IDs propagated across tasks,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,336
R-3dc0a254a63a,"- [ ] Bandit, pip-audit, gitleaks in CI (advisory → gates)",Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,344
R-aa6807bafae2,- [ ] SBOM generation (syft) and Trivy container scan weekly,Low,Security,/Users/frisowempe/ISA_D/docs/TODO.md,345
R-0870c70151e6,- [ ] Vulnerability triage workflow documented,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,346
R-20841b73bfa1,- [x] PR CI skeleton (ruff enforced; others advisory),High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,355
R-a76d7bd9d351,- [x] Nightly and weekly workflows in place,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,356
R-b0022698b24e,"- [ ] Release workflow (semver, changelog, signed artifacts)",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,357
R-31199a05118d,"- [x] Significance-triggered deep checks wired in CI (Semgrep, extended tests)",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,359
R-f9f72e981f58,- [x] Memory coherence gate enforced + memory logs snapshot uploaded,High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,360
R-c1ccf5a858ee,- [x] Combined coverage across app + packages (advisory) and baseline on main,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,361
R-d3e54566649b,- [x] Agent Check workflow (on-demand) added,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,362
R-4a48aca48656,- [ ] packages/orchestrator: LangGraph graphs (plan→tool→reflect; long jobs),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,370
R-8235367ccdab,- [ ] packages/agents/autogen: AutoGen teams + Studio configs; promotion pipelin,Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,371
R-842a839ed220,"- [ ] packages/llm: runtime layer (OpenAI Responses, Bedrock Agents) with one in",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,372
R-9e5140e68291,- [ ] packages/dspy: DSPy modules for top tasks; training/compile scripts + arti,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,373
R-60d5d6854a69,- [ ] infra/rag: Pinecone ingestion/embeddings/indexers/retrievers; eval noteboo,Low,Data,/Users/frisowempe/ISA_D/docs/TODO.md,374
R-d1aa74ff07d3,"- [ ] infra/mcp: MCP client + servers (FS, Git, Build, GS1); secure defaults; sm",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,375
R-0a5a2e74fe2e,- [ ] Implement Dynamic Multi-Agent Collaboration: enable the orchestrator to sp,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,376
R-434028a65f49,- [x] SuperApp policy: forbid direct LLM calls (guard flag) + minimal orchestrat,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,377
R-129a64c4e8d4,Acceptance: Runtime parity ≥95% on evals; MCP smoke green 7 days; PRs include tr,Medium,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,378
R-322e1de0b0a5,"- [x] Makefile tasks (setup, lint, fix, typecheck, test)",Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,382
R-b4be90d4fd8c,- [x] Devcontainer + VS Code tasks (added),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,384
R-cd6de0ca10e9,- [ ] 5‑minute onboarding guide and one-command demo,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,386
R-414cbd4a096a,- [ ] Great Expectations or pydantic-core suites for inputs,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,392
R-b0064a21237b,- [ ] CI gate for data quality with actionable errors,Medium,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,394
R-b30f654bf027,"- [ ] Wheels for packages/{isa_c_full,isa_c_mapping} with CLI entries",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,404
R-bd0cfc46168c,"- [ ] Docker image for apps/superapp (non-root, healthcheck)",Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,406
R-e35d8a093a21,"- [ ] docker-compose demo stack under infra/; K8s readiness doc (probes, statele",Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,408
R-5e63dc08c715,- [ ] Split FastAPI app into routers/services; remove in-process uvicorn spawn; ,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,416
R-3994c4edceba,- [ ] Health/readiness probes and graceful shutdown; config centralized (pydanti,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,417
R-e6d728225522,- [ ] Static/assets served via ASGI static middleware; add CSP header checks in ,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,418
R-fa8d746ba27c,- [x] Lead Developer Autonomy policy documented (act without asking; research-fi,Low,Docs,/Users/frisowempe/ISA_D/docs/TODO.md,423
R-370588a3afdc,- [x] Outcomes logging + weekly summary reports (local-first),Low,Observability,/Users/frisowempe/ISA_D/docs/TODO.md,424
R-b44968557e35,- [x] Docs reference linter and index (search_index) for cross-link integrity,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,425
R-52fa83cc95c9,- [x] PR Notes generator (Plan/Diff/Evidence) for branch updates,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,426
R-7783d2fc0a58,- [ ] Implement Tree-of-Thoughts in Planner to explore multiple solution paths; ,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,428
R-cc27300cb5e8,"- [ ] Implement Autonomous Tool Creation: enable agent to write, test, and regis",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,429
R-072fee4cf954,- [ ] Empower Critic to identify and propose proactive refactorings for code wit,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,430
R-318abf00b67e,"- [ ] Add multi-provider support for agent instructions (e.g., `docs/agents/gemi",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,431
R-1d48861d48da,"- [x] Roles, safety policies, autonomy tiers documented",Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,439
R-1d124a54a08d,"- [ ] Implement policy engine (allowlists, rate limits, kill-switch)",High,Process,/Users/frisowempe/ISA_D/docs/TODO.md,440
R-5be90412b2f2,- [ ] Agent PR dry-run job (plan/diff comment) in CI; document PR comment schema,Low,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,441
R-2b22c26bf902,Acceptance: All agent edits via branches; CI green required for merges; kill-swi,High,CI/CD,/Users/frisowempe/ISA_D/docs/TODO.md,443
R-c8b82d69ed54,- [x] Initial reward model drafted,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,449
R-ab72d4feea74,- [ ] Bandit strategy set defined; replay logs schema,Low,Security,/Users/frisowempe/ISA_D/docs/TODO.md,450
R-f5524e481e9d,- [ ] Eval suite of low-risk tasks with win-rate tracking,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,451
R-d43ad302fc0e,- [ ] Formalize TDD strategy: update Reward Model to heavily incentivize generat,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,452
R-14998c736d22,"- [ ] SLOs for agent success, revert rate, planning latency",Low,Agentic,/Users/frisowempe/ISA_D/docs/TODO.md,459
R-dbcbf426e431,- [ ] Alerts wired (Slack) for budget breaches,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,460
R-7abe5af858df,- [ ] Tiered autonomy rollout (T0→T2) playbook,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,468
R-af14b5af7ece,- [ ] Rollback & repro pack automation,Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,469
R-05b2f6725569,- [ ] Adapter abstraction for LLM/tooling (DeepSeek-ready),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,474
R-86a171ea607c,- [ ] Parity tests (plan/diff consistency) across engines,Low,Quality,/Users/frisowempe/ISA_D/docs/TODO.md,475
R-39a0879f68e4,"- [ ] Foundations: adapter interface, flags, eval harness",Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,480
R-e0741e3fc8af,- [ ] ESG‑BERT + rules MVP (NOW),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,481
R-07f72f5a6c0a,- [ ] LNN rule validator (NOW),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,482
R-a7898f8f2377,- [ ] SenticNet client (NOW optional),Low,Process,/Users/frisowempe/ISA_D/docs/TODO.md,483
